"name","metric","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","cmi_max","cmi_mean","cmi_min","cmi_range","fgd","gdd0","gddlgd0","gdgfgd0","gsl","gsp","gst","ngd0","longitude","latitude"
"Austrolycopodium fastigiatum","optimum",5.44,6.9,0.384,347,14.79,-4.47,18.6,5.67,9.07,9.69,1.15,1774.8,218.5,82.8,14.6,585,288.8,327.5,584.4,165.9,67.1,-9.2,141.4,331,1973.2,155,241,363,-410.1,6.29,365,171.857,-43.027
"Avenella flexuosa","mean",0.74,6.5,0.234,750.7,15.02,-12.83,27.8,7.31,-3.08,10.72,-8.58,1405.6,174.8,67.1,30.7,479.8,223.9,413.8,319.2,122.7,65.9,-0.5,123.1,177,1402.8,294,109,119,19347210,8.41,192,14.846,60.124
"Avenella flexuosa","median",0.950000000000045,6.2,0.225999999046326,749.7,15.15,-13.45,29.1,9.25000000000006,-4.64999999999998,10.95,-9.14999999999998,1202.7,148.4,57.3,31.1,404.5,193.5,360.1,236.1,97,49.8,-13.4,95.1,171,1426.5,295,108,122,447.7,8.75000000000006,189,10.6745,62.2111
"Avenella flexuosa","Q05",-3.04999999999995,3.98,0.169800004959106,538.14,11.15,-18.07,20.08,-5.46999999999998,-10.47,6.55000000000001,-13.05,680.44,94.76,30.68,15.76,260,100.48,252.34,117.78,42.66,14.2,-44.34,66.18,146.85,730.8,277,80.85,57,272.54,5.05000000000001,144,6.75414,46.11794
"Avenella flexuosa","Q95",4.85000000000002,9.8,0.327999997138977,935.86,18.95,-5.70999999999996,32.52,13.7500000000001,7.37000000000002,13.95,-1.64999999999998,2789.88,325.42,151.56,44.32,900.66,490.52,756.52,795.78,278.9,167.5,79.88,264.9,226.15,1953.24,318.15,135,159.9,3008.17999999998,11.05,261.2,32.572,68.98404
"Avenella flexuosa","range",7.89999999999998,5.82,0.158199992179871,397.72,7.80000000000001,12.36,12.44,19.22,17.84,7.40000000000003,11.4,2109.44,230.66,120.88,28.56,640.66,390.04,504.18,678,236.24,153.3,124.22,198.72,79.3,1222.44,41.15,54.15,102.9,2735.63999999998,6,117.2,25.81786,22.8661
"Avenella flexuosa","optimum",1.42,5.9,0.187,739.5,15.41,-13.7,29.7,11.43,-5.01,11.12,-10.26,823.6,118.2,38.6,32.6,307.4,126.6,308,159.8,60.6,26.2,-22.5,84,159,1439.8,297,104,130,-38.2,9.06,194,8.985,61.651
"Barbilophozia hatcheri","mean",-0.13,6.9,0.251,747.8,14.4,-13.61,28,4.94,-3.32,9.76,-9.36,1361.1,168.3,68.8,29.7,457.3,231.1,375.1,318.9,114.8,56.6,-13.4,128.2,183,1264.8,287,119,112,39063976.5,7.99,186,-9.702,53.555
"Barbilophozia hatcheri","median",0.350000000000023,6.5,0.245000004768372,736.5,14.7500000000001,-13.7499999999999,28.4,6.20000000000005,-4.24999999999994,10.15,-9.24999999999994,1223.6,148.2,58.35,29.15,404.8,200.75,337,273.95,98.95,45.9,-19.8,110.6,182,1298.9,293,113,110,427.35,8.25000000000006,183,7.4703,59.4127
"Barbilophozia hatcheri","Q05",-5.84499999999996,3.2,0.151999998092651,383.805,8.05500000000001,-26.145,14.705,-7.34499999999996,-16.55,4.05000000000001,-20.645,649.805,90.905,22.9,10.805,242.215,81.03,191.615,92.925,36.49,-1.01,-73.705,68.79,139,410.9,253.75,68,42.4,183.515,4.15000000000003,119,-123.702335,40.21072
"Barbilophozia hatcheri","Q95",4.95000000000005,10.2,0.351999998092651,1221.56,19.35,-3.85499999999999,41.8,13.045,10.045,13.45,-0.649999999999977,2582.045,301.095,147.94,51.685,834.865,481.37,708.69,710.264999999999,247.035,146.52,73.81,244.735,235,1911.3,334,153,190,429496729.5,10.7500000000001,279,57.09415,69.076725
"Barbilophozia hatcheri","range",10.795,7,0.2,837.754999999999,11.295,22.29,27.095,20.39,26.5949999999999,9.40000000000003,19.995,1932.24,210.19,125.04,40.88,592.65,400.34,517.075,617.339999999999,210.545,147.53,147.515,175.945,96,1500.4,80.25,85,147.6,429496545.985,6.60000000000002,160,180.796485,28.866005
"Barbilophozia hatcheri","optimum",1.12,5.6,0.189,728.4,15.52,-14.26,28.7,10.41,-5.62,10.58,-9.95,856.8,126.1,41.1,31.4,324.4,137,315.3,170.7,64.9,29.3,-24.2,92.4,164,1271.2,293,107,129,-105.9,9.14,189,10.121,65.253
"Barbilophozia lycopodioides","mean",0.33,6.9,0.246,756.6,14.98,-13.27,28.3,5.91,-3.06,10.34,-9.04,1405.2,175.3,70.3,29.6,476.2,235.6,396.6,331.7,122.7,64,-4.8,127.5,182,1347.3,294,111,113,22660185.7,8.21,190,-4.09,57.911
"Barbilophozia lycopodioides","median",0.750000000000057,6.5,0.234999990463257,741.2,15.15,-13.2499999999999,28.6,8.35000000000002,-4.14999999999998,10.55,-8.94999999999999,1225.9,150.4,58.3,29.7,404.9,201.5,352.8,270.3,101.1,50.4,-14.4,105.6,179,1386.8,295,110,115,446.2,8.55000000000001,187,9.9461,61.1549
"Barbilophozia lycopodioides","Q05",-4.74999999999994,4.1,0.161000001430511,409.32,10.45,-21.55,16.81,-7.54999999999995,-13.45,6.25000000000006,-17.54,687.4,95.8,30.22,12.1,255.41,100.91,226.42,118.3,44.11,9.61,-59.99,69.31,148,670.63,268,74,49.55,211.53,4.65000000000003,135,-122.87226,44.20071
"Barbilophozia lycopodioides","Q95",4.75000000000006,10,0.345000004768372,1113.39,19.05,-4.34999999999997,38.2,13.15,8.75000000000006,13.55,-1.04999999999995,2736.08,335.21,146.1,45.9,925.27,477.65,726.45,813.94,294.06,169.3,80.69,273.15,232,1889.81,331,139,170,429496729.5,10.7500000000001,269,34.21003,69.04408
"Barbilophozia lycopodioides","range",9.5,5.9,0.18400000333786,704.07,8.59999999999997,17.2,21.39,20.7,22.2,7.29999999999995,16.49,2048.68,239.41,115.88,33.8,669.86,376.74,500.03,695.64,249.95,159.69,140.68,203.84,84,1219.18,63,65,120.45,429496517.97,6.10000000000002,134,157.08229,24.84337
"Barbilophozia lycopodioides","optimum",1.74,5.6,0.191,725.9,15.54,-13.36,29,10.91,-4.86,10.69,-8.6,865.4,124.1,40.9,31.9,325.5,133.7,317.8,168.3,64.4,29.1,-23.5,87.9,162,1487.1,296,104,129,-88.9,9.25,194,7.955,64.999
"Bartramia ithyphylla","mean",-0.22,6.6,0.259,691.6,13.32,-12.71,26,3.12,-2.14,8.99,-8.64,1542,193.8,74.2,31.2,528.5,250.5,384.8,394.6,144.7,70.8,-10.9,155.6,188,1212.5,276,129,119,59360343,7.33,191,-15.175,47.247
"Bartramia ithyphylla","median",0.250000000000057,6,0.254999995231628,702.85,13.65,-12.85,27.1,3.95000000000005,-2.84999999999997,9.45000000000005,-8.44999999999999,1411.6,166.6,65.6,28.2,457.9,229.7,348.5,325.05,117.2,55.2,-17.7,122.05,190,1223.55,291,118,104,447.6,7.35000000000002,180,6.8572,57.13295
"Bartramia ithyphylla","Q05",-8.72499999999995,2.6,0.149000000953674,263.4,3.25000000000006,-25.45,10.9,-8.72499999999995,-16.05,1.55000000000001,-21.55,561.9,79.425,17,11.7,217.475,62.175,123.725,88.525,36.9,0.245,-93.755,70.845,117.95,164.22,90.05,68,34.9,138.15,3.55000000000001,95.85,-145.89375,-54.94135
"Bartramia ithyphylla","Q95",5.45000000000005,10.2,0.370750004053116,1215,19.05,-2.37499999999997,40.2,11.95,11.025,13.15,0.725000000000051,3211.225,413.225,156.05,69.875,1137.175,512.725,732.975,1010.375,384.324999999999,203.62,83.2199999999999,357.585,251,2061.245,337,286.95,313.1,429496729.5,10.45,365,58.72915,69.769875
"Bartramia ithyphylla","range",14.175,7.6,0.221750003099442,951.6,15.8,23.075,29.3,20.675,27.075,11.6,22.275,2649.325,333.8,139.05,58.175,919.7,450.55,609.25,921.85,347.424999999999,203.375,176.975,286.74,133.05,1897.025,246.95,218.95,278.2,429496591.35,6.90000000000003,269.15,204.6229,124.711225
"Bartramia ithyphylla","optimum",0.72,5.4,0.32,720.6,13.25,-14.24,28.3,7.93,-5.64,9.95,-9.21,877.3,134.2,44.2,32.1,343.9,134.5,323.1,191.4,64.1,28.2,-27.4,93,188,1195,295,114,92,-244.6,7.18,183,9.494,65.103
"Bartsia alpina","mean",0.34,7,0.258,703.4,13.95,-12.95,26.9,5.45,-2.81,9.67,-8.35,1506.2,182.6,76.6,28.3,502.6,256.8,438.4,344.6,126.4,70.5,4.5,121.9,190,1244.5,295,112,104,15145164.9,7.5,186,9.449,57.52
"Bartsia alpina","median",0.450000000000045,6.4,0.249000000953674,714.5,14.15,-13.55,27.8,7.55000000000001,-4.14999999999998,9.85000000000002,-8.74999999999994,1407.05,167,67.35,28.1,458.3,230.15,386.65,300.35,113.6,61.3,-5.1,107.2,188,1265.6,294,112,106,448.75,7.85000000000002,184,9.74695,61.26305
"Bartsia alpina","Q05",-3.04999999999995,4.2,0.175,479.775,10.85,-18.05,18.335,-6.54999999999995,-10.7499999999999,6.45000000000005,-12.85,703.835,97.9,32.035,11.7,258.435,105.435,238.3,128.17,45.1,14.4,-47.665,65.835,158,724.15,277,87,46,218.14,4.25000000000006,145,-18.162065,45.26451
"Bartsia alpina","Q95",3.85000000000002,10,0.341000008583069,861.73,16.35,-5.64999999999998,31.1,11.45,8.05000000000001,12.15,-1.84999999999997,2613.665,307.13,151.665,42.865,863.795,495.195,779.06,710.195,245.83,155.33,88.4,219.5,235,1720.57,320,135,144,1117.125,9.65000000000003,243,26.04051,69.542255
"Bartsia alpina","range",6.89999999999998,5.8,0.166000008583069,381.955,5.5,12.4,12.765,18,18.8,5.69999999999999,11,1909.83,209.23,119.63,31.165,605.36,389.76,540.76,582.025,200.73,140.93,136.065,153.665,77,996.42,43,48,98,898.984999999998,5.39999999999998,98,44.202575,24.277745
"Bartsia alpina","optimum",0.6,5.4,0.316,727,14.83,-14.1,28.5,9.66,-4.51,10.34,-8.98,1321.5,137.5,47.9,25.6,383.4,151,344.3,188,101.1,37.1,-21.4,88.2,186,1332.2,293,113,118,-95,8.19,185,8.148,46.481
"Betula glandulosa","mean",-4.31,8,0.204,1164.2,16.73,-23.57,40.3,8.04,-13.33,10.7,-18.89,831.9,132.2,31.1,52.1,349.5,107.3,317.6,140.7,69.3,18.5,-42.8,112.1,174,1245.7,279,125,103,5057945.9,9.1,156,-49.973,56.868
"Betula glandulosa","median",-3.94999999999999,7.6,0.186000001430511,1181.7,16.7500000000001,-24.05,40.6,9.25000000000006,-14.45,10.85,-18.85,704.1,115.2,21.8,50.2,303.2,78.1,278.3,93.4,48.6,7.9,-46.9,99.6,172,1229.2,278,124,103,308.7,9.25000000000006,156,-105.4722,57.021
"Betula glandulosa","Q05",-11.2499999999999,4.8,0.123000001907349,760.49,11.55,-34.35,28.8,-5.74999999999994,-28.45,6.28000000000005,-30.05,320.75,56.13,6.93,16.83,150.03,24.93,133.32,27.93,11.43,-23.67,-96.94,64.2,139,622.475,258,102,57,137.8,5.55000000000001,112,-155.071,40.49049
"Betula glandulosa","Q95",1.85000000000002,12.4,0.345000004768372,1586.77,22.05,-12.35,51.3,14.45,6.25000000000006,14.85,-7.64999999999998,1756.93,269.35,85.0399999999998,95,718.74,279.8,655.54,390.25,192.21,91.5799999999999,22.67,207.1,214,1896.675,304,152,144,699,12.15,199,149.34655,69.19739
"Betula glandulosa","range",13.1,7.6,0.222000002861023,826.28,10.5,22,22.5,20.2,34.7,8.56999999999998,22.4,1436.18,213.22,78.1099999999998,78.17,568.71,254.87,522.22,362.32,180.78,115.25,119.61,142.9,75,1274.2,46,50,87,561.2,6.60000000000002,87,304.41755,28.7069
"Betula glandulosa","optimum",-1.89,6.8,0.171,1200.5,16.55,-24.35,42.4,9.53,-16.02,11.07,-18.17,568.8,102.2,14.2,44.4,273.1,51.6,263.7,60.1,27.1,1.2,-54.6,89.6,169,1184.3,271,117,100,-86,9.68,159,-128.613,51.585
"Betula nana","mean",0.13,6,0.207,823.9,15.5,-13.87,29.4,8.79,-4.28,11.18,-9.99,1040.6,135.7,48.8,32.9,366.1,162,330,232.4,86.9,41.5,-18.9,105.8,174,1406.8,292,111,115,1928216.9,8.9,183,19.604,64.636
"Betula nana","median",0.550000000000011,5.9,0.2,794.3,15.2500000000001,-13.65,28.9,10.45,-4.74999999999994,11.15,-9.74999999999994,891.9,123.2,42,30.9,325.3,139.5,312.3,174.3,67.5,31.1,-20.4,88.8,169,1401.1,293,110,121,400.8,8.95000000000005,185,18.6507,65.0677
"Betula nana","Q05",-5.64999999999998,4.7,0.155999994277954,541.5,11.85,-25.55,21.3,-4.04999999999995,-18.65,8.25000000000006,-20.95,610.32,89,25.1,21.9,237.73,83.2,219.86,92.73,38.3,7.93,-51,69,151,874.12,272,94,67,223.79,6.25000000000006,137,-14.929,59.78386
"Betula nana","Q95",3.15000000000003,7.3,0.264000010490417,1270.05,19.15,-7.04999999999995,42.9,13.95,5.95000000000005,14.05,-2.74999999999994,1914.73,235.1,92.3,47.87,637.93,302.27,488.24,567.29,203.27,110.27,20.37,200.6,213.95,1867.7,311,137,145.9,664.58,11.05,218,72.88162,69.8535
"Betula nana","range",8.80000000000001,2.6,0.108000016212463,728.549999999999,7.30000000000001,18.5,21.6,18,24.6,5.79999999999995,18.2,1304.41,146.1,67.2,25.97,400.2,219.07,268.38,474.56,164.97,102.34,71.37,131.6,62.9499999999998,993.58,39,43,78.8999999999996,440.79,4.79999999999995,81,87.81062,10.06964
"Betula nana","optimum",0.53,5.8,0.184,922.4,15.07,-13.84,32,10.63,-5.12,10.4,-10.82,808.4,106.6,38.9,28.5,283.9,128.6,285.1,157.2,59,26.5,-20.9,80.6,158,1290.1,294,109,129,-24.9,8.51,185,9.455,65.59
"Betula pubescens","mean",1.42,5.9,0.215,773.5,15.78,-12.09,27.9,6.69,-1.16,11.79,-8.06,1270.9,158.5,60.5,31.5,431.1,199.7,342.8,324.3,117.1,58.5,-15.6,132.7,173,1564.5,298,103,125,304267.5,9.17,201,18.512,64.309
"Betula pubescens","median",1.55000000000001,5.9,0.214000010490418,754.1,15.45,-12.15,27.7,9.75000000000006,-2.44999999999999,11.65,-8.24999999999994,1081.05,135.25,51.65,29.65,365.15,172.15,319.7,229.8,91.7,42.3,-21.1,109.85,171,1552.7,298,104,124,449.95,9.15000000000003,195,15.3355,64.08495
"Betula pubescens","Q05",-1.64999999999998,3.865,0.160650001764298,474.535,12.35,-22.45,17.665,-4.61999999999995,-14.95,9.45000000000005,-18.15,600.56,86.8,25.065,21.265,233.9,83.565,224.195,91.03,37.365,6.43,-51.335,70.765,147,1186.9,282,75,84,297.225,6.71000000000005,165,-16.90485,59.688355
"Betula pubescens","Q95",4.95000000000005,7.6,0.274000000953674,1266.9,20.55,-5.04999999999995,43.4,14.05,8.25000000000006,14.55,-1.24999999999994,2660.695,316.305,124.65,47.17,884.73,401.725,556.855,828,284.85,165.435,36.2,255.635,211,1994.155,327,121.45,156,1014.48,11.59,258.35,64.7675899999999,69.72039
"Betula pubescens","range",6.60000000000002,3.735,0.113349999189377,792.365,8.19999999999999,17.4,25.735,18.67,23.2,5.09999999999997,16.9,2060.135,229.505,99.5849999999999,25.905,650.83,318.16,332.66,736.97,247.485,159.005,87.535,184.87,64,807.255,45,46.45,72,717.254999999998,4.87999999999996,93.3499999999999,81.6724399999999,10.032035
"Betula pubescens","optimum",1.61,5.5,0.183,677.2,15.32,-13.48,29.4,11.6,-4.47,11.24,-9.47,767,107.6,36.4,27.3,283.6,116.6,306.9,146.2,54,21.7,-27.5,84.3,157,1532.9,298,104,127,79.8,9.24,195,8.617,62.702
"Bistorta bistortoides","mean",-0.14,11.9,0.342,800.7,19.43,-15.28,34.7,2.36,-1.38,10.67,-9.71,1229.4,177.6,45.4,38.1,480.3,161.6,248.4,356.2,114.3,22.9,-90.6,204.9,197,1319.4,291,120,90,36087915.8,8.34,172,-111.191,41.518
"Bistorta bistortoides","median",-0.149999999999977,12.1,0.342000007629395,825,19.35,-16.2499999999999,35.8,5.25000000000006,-6.84999999999997,10.55,-10.45,1021.85,131.55,44.3,32.4,348.75,155,262.15,210.4,57.6,6.95,-84.95,143.75,197,1288.2,290,122,87,256.55,8.55000000000001,169,-107.90525,40.0824
"Bistorta bistortoides","Q05",-3.84999999999997,8.7,0.299000000953674,551.6,16.025,-20.85,25.5,-9.57499999999996,-14.05,7.45000000000005,-14.15,576.85,75.1,15.8,15.6,199.25,60.45,74.9,77.175,7.2,-35.1,-152.325,87.6,148,791.49,274,92.65,38,107.875,4.55000000000001,134,-122.10015,37.441575
"Bistorta bistortoides","Q95",3.35000000000002,14,0.382999992370606,953.925,23.2500000000001,-6.84999999999997,39.8,11.15,13.2500000000001,13.975,-3.34999999999997,2952.05,478.725,75.325,70.7,1296.425,281.8,401.875,1113.1,448.675,177.6,-41.7,519.15,257,1912.49,311,142,145.4,429496729.5,11.55,215,-105.5423,48.067475
"Bistorta bistortoides","range",7.19999999999999,5.3,0.0839999914169312,402.325,7.22500000000004,14,14.3,20.725,27.3,6.52499999999999,10.8,2375.2,403.625,59.525,55.1,1097.175,221.35,326.975,1035.925,441.475,212.7,110.625,431.55,109,1121,37,49.35,107.4,429496621.625,7,81,16.55785,10.6259
"Bistorta bistortoides","optimum",2.02,13,0.332,849.8,19.07,-18.06,36.3,8.48,-11.74,9.95,-12.13,877.7,118.4,40.5,27.7,310.8,131.3,280,149.4,38.2,-4.4,-79.9,106.8,198,1175.3,283,131,82,-51,8.91,152,-106.21,39.443
"Bistorta officinalis","mean",0.96,8.8,0.303,754.5,15.91,-13.86,29.8,7.19,-5.23,10.65,-8.75,1533.7,186.2,79.2,29.6,516.1,271.5,474.9,300.4,113.1,62.3,8,105,175,1456.8,302,105,123,7348100.7,8.46,199,19.498,48.021
"Bistorta officinalis","median",1.05000000000001,8.9,0.311999988555908,716.5,15.65,-13.55,28.8,8.55000000000001,-6.64999999999998,10.45,-8.24999999999994,1564.3,185.6,78.6,27.5,503.8,273.1,442.2,293.7,113.7,63.1,8.4,94.6,175,1443,301,106,123,570.5,8.50000000000003,195,9.3605,46.5991
"Bistorta officinalis","Q05",-2.94999999999999,7,0.19650000333786,533.66,12.45,-24.99,22.5,-2.32999999999997,-15.55,7.45000000000005,-19.05,538.54,94.61,17.03,10.61,254.72,64.9,243.06,64.9,31.04,-2.02,-76.88,56.1,128.65,838.78,279,66,71,307.63,5.65000000000003,153,2.67613,44.15976
"Bistorta officinalis","Q95",5.15000000000003,10.6,0.352999997138977,1303.1,20.93,-5.54999999999995,44.59,14.2400000000001,11.95,14.85,-1.44999999999999,2357.7,278.08,138.69,63.99,783.39,460.33,772.44,529.58,189.45,128.38,84.14,180.42,216,2126.1,334,129,181,871.36,11.85,268,91.51291,59.60071
"Bistorta officinalis","range",8.10000000000002,3.6,0.156499993801117,769.44,8.48,19.44,22.09,16.57,27.5,7.39999999999998,17.6,1819.16,183.47,121.66,53.38,528.67,395.43,529.38,464.68,158.41,130.4,161.02,124.32,87.35,1287.32,55,63,110,563.73,6.19999999999999,115,88.83678,15.44095
"Bistorta officinalis","optimum",1.65,9.4,0.307,725.1,15.75,-13.49,28.9,9.6,-7.11,10.31,-8.15,1611.4,192.4,62.9,34.7,488.5,296,356,252.8,107.3,68.4,14.2,90.3,170,1477.1,304,104,124,-134.8,9.01,196,7.687,46.586
"Bistorta vivipara","mean",-0.05,6.9,0.242,758.1,14.46,-13.84,28.3,6.33,-3.74,10,-9.41,1322.1,167,64.3,31.8,455.6,215.8,396.5,297.3,111.3,57.5,-7.9,119.2,183,1282.9,292,113,109,15581238.1,7.92,184,2.517,59.136
"Bistorta vivipara","median",0.350000000000023,6.3,0.235999989509583,734.85,14.65,-13.7499999999999,28.4,8.15000000000003,-4.34999999999997,10.15,-9.14999999999998,1183.65,145.85,54.7,30.55,398.5,187.7,349.2,238.3,94.4,45.55,-15.6,101.45,183,1304.9,293,111,110,421.2,8.15000000000003,183,10.50765,62.08325
"Bistorta vivipara","Q05",-5.30499999999995,3.6,0.155999994277954,485.515,10.45,-23.005,18.1,-5.94999999999999,-14.905,6.05000000000001,-17.705,595.925,86.045,22.945,16.5,233.845,81.045,208,89.69,30.7,-1.4,-64.1,66.1,149,636.84,268,87,46,180.17,4.35000000000002,131,-116.05986,44.694495
"Bistorta vivipara","Q95",4.25000000000006,10.4,0.341000008583069,1056.95,18.605,-5.34999999999997,37.9,12.7500000000001,7.85000000000002,13.2500000000001,-1.84999999999997,2523.155,304.665,140.755,49.2,849.054999999999,465.81,751.69,659.91,239.71,147.6,74.9749999999999,221.51,231,1877.98,320,141,152,1410.2,10.55,248,33.7096,70.10154
"Bistorta vivipara","range",9.55500000000001,6.8,0.185000014305115,571.434999999999,8.15499999999995,17.655,19.8,18.7,22.755,7.20000000000005,15.855,1927.23,218.62,117.81,32.7,615.209999999999,384.765,543.69,570.22,209.01,149,139.075,155.41,82,1241.14,52,54,106,1230.03,6.19999999999999,117,149.76946,25.407045
"Bistorta vivipara","optimum",0.51,5.4,0.187,716.4,15.17,-13.76,28.8,10.28,-4.75,10.6,-8.86,827.8,119.3,40.5,31.2,308.9,134.4,316.5,164.8,61.6,27.2,-24.2,87.9,164,1337.4,293,108,126,-81.6,8.73,186,9.057,62.099
"Blastenia ammiospila","mean",-2.25,7.1,0.25,787.3,12.79,-16.38,29.2,4.48,-6.7,8.13,-11.92,1281.3,164.2,62.7,34,446.9,211.9,396.5,265.5,104.1,53.2,-8.1,112.1,191,1023,280,130,99,67815637.9,7.23,164,-13.672,52.524
"Blastenia ammiospila","median",-1.19999999999996,6.8,0.252499997615814,730.9,13.65,-15.35,28.2,6.45000000000005,-6.49999999999997,8.85000000000002,-10.45,1190.75,148.3,54.55,30.7,403,188.75,340.55,244.3,93.8,45.3,-20.75,100,187,1065.8,287,122,97.5,410.05,7.45000000000005,168,10.775,58.7098
"Blastenia ammiospila","Q05",-10.65,3.4,0.13400000333786,424.875,2.70000000000005,-30,18.175,-10.6,-24.15,1.47500000000002,-26.475,350.925,55.95,10.95,15.375,148.3,38.15,112.25,41.05,20.615,-7.995,-74.905,62.51,157,171.485,245.1,99.1,40.15,133.375,3.55000000000001,89.9,-144.47915,35.3396
"Blastenia ammiospila","Q95",3.07500000000002,10.35,0.348000001907349,1357.9,18.3000000000001,-6.74999999999994,44.35,11.675,8.10000000000002,12.35,-2.32499999999996,2482.45,293.875,136.425,65.2,814,449.775,771.825,547.175,209.355,136.085,85.485,197.79,238.1,1647.725,306,166,147,429496729.5,10.135,216,31.11685,78.0125
"Blastenia ammiospila","range",13.725,6.95,0.213999998569489,933.025,15.6,23.25,26.175,22.275,32.25,10.875,24.15,2131.525,237.925,125.475,49.825,665.7,411.625,659.575,506.125,188.74,144.08,160.39,135.28,81.1,1476.24,60.9,66.9,106.85,429496596.125,6.58500000000002,126.1,175.596,42.6729
"Blastenia ammiospila","optimum",0.12,5.4,0.319,703.2,14.37,-14.61,28.1,7.82,-6.79,9.18,-9.35,823.6,125.5,46.8,27.9,316.4,138.9,310.5,239.7,58.5,23.8,-36.9,91.1,181,1238,294,113,103,-216.4,7.8,182,13.072,46.457
"Blepharostoma trichophyllum","mean",-0.07,6.6,0.232,804.7,15.07,-14.15,29.2,5.55,-3.61,10.59,-10.02,1423.9,179.8,69.2,32.6,488.4,231.2,393.2,346.9,129.9,67.6,-5,134.9,181,1385.9,293,111,116,24147974.3,8.42,189,14.643,59.23
"Blepharostoma trichophyllum","median",0.550000000000011,6.1,0.216000008583069,745.15,15.35,-13.85,28.5,7.45000000000005,-4.54999999999995,10.95,-9.54999999999995,1221,150.35,57.2,29.9,409.7,197.35,349.75,265.55,103,50.7,-13.8,109.3,178,1436,293,110,116,441.95,8.75000000000006,185,12.75905,62.18245
"Blepharostoma trichophyllum","Q05",-8.44999999999999,4,0.144550005197525,440.805,10.2500000000001,-28.895,16.8,-8.44999999999999,-20.495,5.65000000000003,-23.55,563.36,86.455,15.165,11.7,227.615,55.42,205.075,68.415,35.65,1.65,-63.8,68.65,142,583.455,261,68,47,197.455,4.55000000000001,117,-106.98739,44.91715
"Blepharostoma trichophyllum","Q95",5.25000000000006,10,0.34300000667572,1349.425,19.495,-3.84999999999997,46.3,13.85,9.39500000000001,14.05,-0.549999999999955,2900.52,363.08,150.235,64.845,1001.895,490.03,725.105,924.835,328.4,182.6,78.05,289.4,232,2046.56,335,147,181.6,429496729.5,11.2500000000001,282,126.154429999998,69.273265
"Blepharostoma trichophyllum","range",13.7,6,0.198450001478195,908.62,9.24499999999995,25.045,29.5,22.3,29.89,8.39999999999998,23,2337.16,276.625,135.07,53.145,774.28,434.61,520.03,856.42,292.75,180.95,141.85,220.75,90,1463.105,74,79,134.6,429496532.045,6.70000000000005,165,233.141819999998,24.356115
"Blepharostoma trichophyllum","optimum",1.2,5.6,0.187,730.4,15.87,-14.04,28.5,11.75,-5.44,11.38,-10.51,826.6,117.3,39.1,29.9,305.7,128.1,300.2,158,63.6,27.5,-21.6,85.1,159,1523.4,294,106,133,-130.8,9.45,188,7.849,65.755
"Botrychium lunaria","mean",0.32,7.4,0.265,734.3,14.6,-13.49,28.1,6.14,-3.87,9.98,-8.85,1390.7,170.6,70.2,28.7,466.2,238.5,413.5,297.4,110.3,57.9,-5.6,115.9,184,1298.2,295,112,112,16586715.3,7.88,188,10.528,55.113
"Botrychium lunaria","median",0.550000000000011,7.8,0.279999995231628,726.7,14.65,-13.65,28.5,7.60000000000002,-5.04999999999995,9.95000000000005,-8.94999999999999,1325.85,154.95,62,28,425.1,217.55,357.35,260.4,100.4,48.6,-16.9,103.05,183,1303.3,295,111,112,438.25,8.05000000000001,185,9.78685,50.18715
"Botrychium lunaria","Q05",-3.54999999999995,4.4,0.175549999475479,513.3,11.005,-19.35,20.3,-5.74999999999994,-12.05,6.35000000000002,-13.7499999999999,694.22,94.355,29.955,11.8,255.455,100.5,232.165,121.1,43.555,9.2,-58.7,66,148,701.65,276,86.3,52,220.31,4.53500000000002,142,-17.031665,43.18078
"Botrychium lunaria","Q95",4.45000000000005,10,0.347000002861023,932.9,18.35,-5.74999999999994,32.5,12.95,9.19500000000003,13.45,-1.84999999999997,2465.025,287.445,141.59,44.2,798.695,469.39,749.825,575.075,214.89,139.59,79.5,197.505,230,1881.6,322,136,159.3,1249.565,10.65,253.5,28.884195,69.19054
"Botrychium lunaria","range",8,5.6,0.171450003385544,419.6,7.345,13.6,12.2,18.7,21.245,7.10000000000002,11.9,1770.805,193.09,111.635,32.4,543.24,368.89,517.66,453.975,171.335,130.39,138.2,131.505,82,1179.95,46,49.7,107.3,1029.255,6.11500000000002,111.5,45.91586,26.00976
"Botrychium lunaria","optimum",0.55,9.3,0.313,730.8,14.9,-13.74,28.6,9.79,-5.38,9.8,-9.4,842.1,127.7,41.9,25.4,321.8,137.8,317.2,177.6,64.4,28.2,-29.1,90.6,167,1424.1,295,109,125,-77.3,8.2,185,7.901,46.179
"Boykinia richardsonii","mean",-7.24,6.4,0.169,1177.5,14,-24.15,38.1,7.68,-13.93,8.75,-20.6,753.2,146.5,23.7,69.5,376.8,82.3,356.4,112.3,72.6,21.9,-45.1,117.7,176,915.9,263,134,85,9663992.8,7.87,130,-150.137,65.888
"Boykinia richardsonii","median",-7.04999999999995,6.4,0.166499996185303,1194.15,14.05,-24.15,38.4,8.00000000000003,-13.1499999999999,8.65000000000003,-20.7,649.35,130.85,18.25,69,328.7,68.95,320.8,91.35,52.8,12.4,-48.4,103.7,173,859.9,262,135,85,308.7,7.85000000000002,128,-149.5355,65.00535
